clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
30527,330527,2022-09-20,627,ACH,ACH In
30528,330528,2022-09-19,628,Crypto Transfers,Transfer in
30529,330529,2022-09-18,629,Crypto Transfers,Transfer out
30530,330530,2022-09-17,630,Wire,Wire Out
30531,330531,2022-09-16,631,ACAT,ACAT Out
30532,330532,2022-09-15,632,ACAT,ACAT In
30533,330533,2022-09-14,633,ACAT,ACAT In
30534,330534,2022-09-13,634,Customer Contact,Address
30535,330535,2022-09-12,635,ACAT,ACAT In
30536,330536,2022-09-11,636,Wire,Wire In
30537,330537,2022-09-10,637,ACAT,ACAT Out
30538,330538,2022-09-09,638,Crypto Transfers,Transfer in
30539,330539,2022-09-08,639,Wire,Wire Out
30540,330540,2022-09-07,640,ACH,ACH In
30541,330541,2022-09-06,641,Crypto Transfers,Transfer in
30542,330542,2022-09-05,642,Customer Contact,Name
30543,330543,2022-09-04,643,ACH,ACH Out
30544,330544,2022-09-03,644,Customer Contact,Name
30545,330545,2022-09-02,645,ACH,ACH In
30546,330546,2022-09-01,646,Customer Contact,Address
30547,330547,2022-08-31,647,ACAT,ACAT In
30548,330548,2022-08-30,648,Customer Contact,Address
30549,330549,2022-08-29,649,Customer Contact,Name
30550,330550,2022-08-28,650,Wire,Wire Out
30551,330551,2022-08-27,651,ACAT,ACAT In
30552,330552,2022-08-26,652,ACH,ACH Out
30553,330553,2022-08-25,653,ACAT,ACAT In
30554,330554,2022-08-24,654,Crypto Transfers,Transfer in
30555,330555,2022-08-23,655,Crypto Transfers,Transfer in
30556,330556,2022-08-22,656,Wire,Wire In
30557,330557,2022-08-21,657,Crypto Transfers,Transfer in
30558,330558,2022-08-20,658,Crypto Transfers,Transfer out
30559,330559,2022-08-19,659,ACH,ACH Out
30560,330560,2022-08-18,660,Wire,Wire In
30561,330561,2022-08-17,661,Crypto Transfers,Transfer in
30562,330562,2022-08-16,662,Crypto Transfers,Transfer in
30563,330563,2022-08-15,663,ACH,ACH In
30564,330564,2022-08-14,664,Crypto Transfers,Transfer out
30565,330565,2022-08-13,665,Customer Contact,Name
30566,330566,2022-08-12,666,ACAT,ACAT In
30567,330567,2022-08-11,667,Crypto Transfers,Transfer in
30568,330568,2022-08-10,668,ACH,ACH Out
30569,330569,2022-08-09,669,Wire,Wire In
30570,330570,2022-08-08,670,Wire,Wire Out
30571,330571,2022-08-07,671,ACAT,ACAT Out
30572,330572,2022-08-06,672,Crypto Transfers,Transfer out
30573,330573,2022-08-05,673,ACAT,ACAT Out
30574,330574,2022-08-04,674,Wire,Wire In
30575,330575,2022-08-03,675,Wire,Wire Out
30576,330576,2022-08-02,676,Wire,Wire In
30577,330577,2022-08-01,677,ACH,ACH In
30578,330578,2022-07-31,678,ACH,ACH Out
30579,330579,2022-07-30,679,ACH,ACH Out
30580,330580,2022-07-29,680,ACH,ACH Out
30581,330581,2022-07-28,681,Crypto Transfers,Transfer out
30582,330582,2022-07-27,682,ACH,ACH Out
30583,330583,2022-07-26,683,Customer Contact,Address
30584,330584,2022-07-25,684,Wire,Wire In
30585,330585,2022-07-24,685,ACH,ACH In
30586,330586,2022-07-23,686,Customer Contact,Phone Number
30587,330587,2022-07-22,687,Crypto Transfers,Transfer out
30588,330588,2022-07-21,688,ACAT,ACAT In
30589,330589,2022-07-20,689,ACH,ACH Out
30590,330590,2022-07-19,690,ACH,ACH Out
30591,330591,2022-07-18,691,Wire,Wire Out
30592,330592,2022-07-17,692,Customer Contact,E-mail
30593,330593,2022-07-16,693,Wire,Wire In
30594,330594,2022-07-15,694,Customer Contact,Name
30595,330595,2022-07-14,695,ACH,ACH Out
30596,330596,2022-07-13,696,Wire,Wire Out
30597,330597,2022-07-12,697,Wire,Wire In
30598,330598,2022-07-11,698,ACH,ACH In
30599,330599,2022-07-10,699,Crypto Transfers,Transfer in
30600,330600,2022-07-09,700,ACH,ACH Out
30601,330601,2022-07-08,701,Crypto Transfers,Transfer in
30602,330602,2022-07-07,702,ACAT,ACAT In
30603,330603,2022-07-06,703,Wire,Wire In
30604,330604,2022-07-05,704,Crypto Transfers,Transfer out
30605,330605,2022-07-04,705,ACH,ACH Out
30606,330606,2022-07-03,706,ACH,ACH Out
30607,330607,2022-07-02,707,ACAT,ACAT In
30608,330608,2022-07-01,708,ACAT,ACAT In
30609,330609,2022-06-30,709,Customer Contact,Name
30610,330610,2022-06-29,710,Wire,Wire In
30611,330611,2022-06-28,711,Wire,Wire Out
30612,330612,2022-06-27,712,Customer Contact,Name
30613,330613,2022-06-26,713,Crypto Transfers,Transfer in
30614,330614,2022-06-25,714,ACH,ACH In
30615,330615,2022-06-24,715,ACAT,ACAT Out
30616,330616,2022-06-23,716,Customer Contact,Address
30617,330617,2022-06-22,717,ACAT,ACAT Out
30618,330618,2022-06-21,718,Crypto Transfers,Transfer out
30619,330619,2022-06-20,719,Customer Contact,Phone Number
30620,330620,2022-06-19,720,ACH,ACH Out
30621,330621,2022-06-18,721,Wire,Wire In
30622,330622,2022-06-17,722,Customer Contact,E-mail
30623,330623,2022-06-16,723,Customer Contact,Address
30624,330624,2022-06-15,724,ACH,ACH In
30625,330625,2022-06-14,725,ACAT,ACAT In
30626,330626,2022-06-13,726,Wire,Wire In
30627,330627,2022-06-12,727,ACH,ACH Out
30628,330628,2022-06-11,728,Wire,Wire In
30629,330629,2022-06-10,729,ACH,ACH In
30630,330630,2022-06-09,730,ACH,ACH Out
30631,330631,2022-06-08,731,ACAT,ACAT Out
30632,330632,2022-06-07,732,Wire,Wire Out
30633,330633,2022-06-06,733,ACAT,ACAT In
30634,330634,2022-06-05,734,Wire,Wire In
30635,330635,2022-06-04,735,Wire,Wire Out
30636,330636,2022-06-03,736,ACAT,ACAT Out
30637,330637,2022-06-02,737,Customer Contact,E-mail
30638,330638,2022-06-01,738,Customer Contact,E-mail
30639,330639,2022-05-31,739,Crypto Transfers,Transfer out
30640,330640,2022-05-30,740,Crypto Transfers,Transfer out
30641,330641,2022-05-29,741,Customer Contact,Phone Number
30642,330642,2022-05-28,742,ACH,ACH Out
30643,330643,2022-05-27,743,ACH,ACH In
30644,330644,2022-05-26,744,ACAT,ACAT In
30645,330645,2022-05-25,745,Crypto Transfers,Transfer out
30646,330646,2022-05-24,746,Wire,Wire In
30647,330647,2022-05-23,747,Wire,Wire Out
30648,330648,2022-05-22,748,ACAT,ACAT In
30649,330649,2022-05-21,749,Customer Contact,Phone Number
30650,330650,2022-05-20,750,ACH,ACH In
30651,330651,2022-05-19,751,ACH,ACH In
30652,330652,2022-05-18,752,Customer Contact,Address
30653,330653,2022-05-17,753,Customer Contact,Address
30654,330654,2022-05-16,754,Wire,Wire Out
30655,330655,2022-05-15,755,Crypto Transfers,Transfer out
30656,330656,2022-05-14,756,Crypto Transfers,Transfer in
30657,330657,2022-05-13,757,ACH,ACH In
30658,330658,2022-05-12,758,Customer Contact,Address
30659,330659,2022-05-11,759,ACAT,ACAT In
30660,330660,2022-05-10,760,ACAT,ACAT Out
30661,330661,2022-05-09,761,ACAT,ACAT Out
30662,330662,2022-05-08,762,ACAT,ACAT In
30663,330663,2022-05-07,763,ACH,ACH Out
30664,330664,2022-05-06,764,ACAT,ACAT In
30665,330665,2022-05-05,765,Wire,Wire Out
30666,330666,2022-05-04,766,ACH,ACH Out
30667,330667,2022-05-03,767,Crypto Transfers,Transfer in
30668,330668,2022-05-02,768,ACAT,ACAT Out
30669,330669,2022-05-01,769,Wire,Wire In
30670,330670,2022-04-30,770,Crypto Transfers,Transfer in
30671,330671,2022-04-29,771,Crypto Transfers,Transfer out
30672,330672,2022-04-28,772,Crypto Transfers,Transfer in
30673,330673,2022-04-27,773,ACH,ACH In
30674,330674,2022-04-26,774,ACH,ACH Out
30675,330675,2022-04-25,775,ACH,ACH In
30676,330676,2022-04-24,776,Crypto Transfers,Transfer in
30677,330677,2022-04-23,777,ACH,ACH In
30678,330678,2022-04-22,778,Customer Contact,Address
30679,330679,2022-04-21,779,Wire,Wire In
30680,330680,2022-04-20,780,ACAT,ACAT In
30681,330681,2022-04-19,781,Crypto Transfers,Transfer in
30682,330682,2022-04-18,782,Crypto Transfers,Transfer in
30683,330683,2022-04-17,783,Crypto Transfers,Transfer out
30684,330684,2022-04-16,784,Crypto Transfers,Transfer in
30685,330685,2022-04-15,785,Wire,Wire In
30686,330686,2022-04-14,786,Crypto Transfers,Transfer in
30687,330687,2022-04-13,787,ACAT,ACAT In
30688,330688,2022-04-12,788,Wire,Wire In
30689,330689,2022-04-11,789,Wire,Wire In
30690,330690,2022-04-10,790,Customer Contact,E-mail
30691,330691,2022-04-09,791,ACAT,ACAT In
30692,330692,2022-04-08,792,Customer Contact,E-mail
30693,330693,2022-04-07,793,Customer Contact,Name
30694,330694,2022-04-06,794,Crypto Transfers,Transfer out
30695,330695,2022-04-05,795,ACH,ACH Out
30696,330696,2022-04-04,796,Crypto Transfers,Transfer out
30697,330697,2022-04-03,797,Crypto Transfers,Transfer out
30698,330698,2022-04-02,798,Wire,Wire In
30699,330699,2022-04-01,799,Wire,Wire Out
30700,330700,2022-03-31,800,ACAT,ACAT In
30701,330701,2022-03-30,801,Customer Contact,Address
30702,330702,2022-03-29,802,Wire,Wire Out
30703,330703,2022-03-28,803,Wire,Wire In
30704,330704,2022-03-27,804,Wire,Wire Out
30705,330705,2022-03-26,805,ACAT,ACAT In
30706,330706,2022-03-25,806,Wire,Wire Out
30707,330707,2022-03-24,807,ACH,ACH Out
30708,330708,2022-03-23,808,ACAT,ACAT In
30709,330709,2022-03-22,809,Crypto Transfers,Transfer out
30710,330710,2022-03-21,810,ACH,ACH In
30711,330711,2022-03-20,811,ACH,ACH In
30712,330712,2022-03-19,812,Wire,Wire In
30713,330713,2022-03-18,813,ACH,ACH Out
30714,330714,2022-03-17,814,Wire,Wire In
30715,330715,2022-03-16,815,ACAT,ACAT Out
30716,330716,2022-03-15,816,Crypto Transfers,Transfer in
30717,330717,2022-03-14,817,Customer Contact,Name
30718,330718,2022-03-13,818,Customer Contact,Phone Number
30719,330719,2022-03-12,819,Crypto Transfers,Transfer in
30720,330720,2022-03-11,820,Crypto Transfers,Transfer in
30721,330721,2022-03-10,821,Wire,Wire Out
30722,330722,2022-03-09,822,Crypto Transfers,Transfer in
30723,330723,2022-03-08,823,ACAT,ACAT In
30724,330724,2022-03-07,824,Wire,Wire Out
30725,330725,2022-03-06,825,ACAT,ACAT Out
30726,330726,2022-03-05,826,ACH,ACH In
30727,330727,2022-03-04,827,ACH,ACH Out
30728,330728,2022-03-03,828,ACAT,ACAT Out
30729,330729,2022-03-02,829,ACAT,ACAT In
30730,330730,2022-03-01,830,Crypto Transfers,Transfer in
30731,330731,2022-02-28,831,Wire,Wire Out
30732,330732,2022-02-27,832,ACAT,ACAT In
30733,330733,2022-02-26,833,ACH,ACH In
30734,330734,2022-02-25,834,ACH,ACH Out
30735,330735,2022-02-24,835,Wire,Wire In
30736,330736,2022-02-23,836,ACAT,ACAT Out
30737,330737,2022-02-22,837,ACH,ACH In
30738,330738,2022-02-21,838,Crypto Transfers,Transfer in
30739,330739,2022-02-20,839,ACH,ACH In
30740,330740,2022-02-19,840,ACAT,ACAT Out
30741,330741,2022-02-18,841,Wire,Wire Out
30742,330742,2022-02-17,842,Customer Contact,Phone Number
30743,330743,2022-02-16,843,ACH,ACH In
30744,330744,2022-02-15,844,Customer Contact,Phone Number
30745,330745,2022-02-14,845,ACAT,ACAT In
30746,330746,2022-02-13,846,ACAT,ACAT In
30747,330747,2022-02-12,847,ACH,ACH Out
30748,330748,2022-02-11,848,ACH,ACH Out
30749,330749,2022-02-10,849,Crypto Transfers,Transfer out
30750,330750,2022-02-09,850,ACAT,ACAT In
30751,330751,2022-02-08,851,ACAT,ACAT In
30752,330752,2022-02-07,852,Customer Contact,E-mail
30753,330753,2022-02-06,853,ACAT,ACAT Out
30754,330754,2022-02-05,854,Customer Contact,Address
30755,330755,2022-02-04,855,Customer Contact,Name
30756,330756,2022-02-03,856,Crypto Transfers,Transfer in
30757,330757,2022-02-02,857,ACH,ACH Out
30758,330758,2022-02-01,858,Customer Contact,Phone Number
30759,330759,2022-01-31,859,ACAT,ACAT In
30760,330760,2022-01-30,860,Customer Contact,Address
30761,330761,2022-01-29,861,Wire,Wire In
30762,330762,2022-01-28,862,ACAT,ACAT In
30763,330763,2022-01-27,863,Customer Contact,Address
30764,330764,2022-01-26,864,ACAT,ACAT In
30765,330765,2022-01-25,865,Wire,Wire Out
30766,330766,2022-01-24,866,Wire,Wire In
30767,330767,2022-01-23,867,ACAT,ACAT Out
30768,330768,2022-01-22,868,Crypto Transfers,Transfer out
30769,330769,2022-01-21,869,ACAT,ACAT In
30770,330770,2022-01-20,870,Crypto Transfers,Transfer in
30771,330771,2022-01-19,871,Customer Contact,Address
30772,330772,2022-01-18,872,ACAT,ACAT In
30773,330773,2022-01-17,873,Wire,Wire In
30774,330774,2022-01-16,874,ACAT,ACAT In
30775,330775,2022-01-15,875,Customer Contact,E-mail
30776,330776,2022-01-14,876,ACH,ACH Out
30777,330777,2022-01-13,877,Crypto Transfers,Transfer in
30778,330778,2022-01-12,878,Crypto Transfers,Transfer out
30779,330779,2022-01-11,879,ACAT,ACAT Out
30780,330780,2022-01-10,880,Customer Contact,Phone Number
30781,330781,2022-01-09,881,ACH,ACH In
30782,330782,2022-01-08,882,Customer Contact,Phone Number
30783,330783,2022-01-07,883,ACH,ACH In
30784,330784,2022-01-06,884,Crypto Transfers,Transfer in
30785,330785,2022-01-05,885,Crypto Transfers,Transfer out
30786,330786,2022-01-04,886,Customer Contact,Phone Number
30787,330787,2022-01-03,887,ACAT,ACAT Out
30788,330788,2022-01-02,888,Wire,Wire Out
30789,330789,2022-01-01,889,Wire,Wire In
30790,330790,2021-12-31,890,Crypto Transfers,Transfer in
30791,330791,2021-12-30,891,ACH,ACH Out
30792,330792,2021-12-29,892,Wire,Wire In
30793,330793,2021-12-28,893,ACH,ACH Out
30794,330794,2021-12-27,894,ACH,ACH Out
30795,330795,2021-12-26,895,Customer Contact,E-mail
30796,330796,2021-12-25,896,ACAT,ACAT In
30797,330797,2021-12-24,897,Customer Contact,E-mail
30798,330798,2021-12-23,898,Wire,Wire Out
30799,330799,2021-12-22,899,ACAT,ACAT Out
30800,330800,2021-12-21,900,Customer Contact,E-mail
30801,330801,2021-12-20,901,ACAT,ACAT Out
30802,330802,2021-12-19,902,ACH,ACH Out
30803,330803,2021-12-18,903,Crypto Transfers,Transfer in
30804,330804,2021-12-17,904,Crypto Transfers,Transfer in
30805,330805,2021-12-16,905,Customer Contact,Phone Number
30806,330806,2021-12-15,906,Customer Contact,Phone Number
30807,330807,2021-12-14,907,ACAT,ACAT In
30808,330808,2021-12-13,908,ACH,ACH Out
30809,330809,2021-12-12,909,Crypto Transfers,Transfer in
30810,330810,2021-12-11,910,Customer Contact,Name
30811,330811,2021-12-10,911,Customer Contact,Phone Number
30812,330812,2021-12-09,912,Crypto Transfers,Transfer in
30813,330813,2021-12-08,913,Crypto Transfers,Transfer in
30814,330814,2021-12-07,914,Wire,Wire Out
30815,330815,2021-12-06,915,Crypto Transfers,Transfer out
30816,330816,2021-12-05,916,Crypto Transfers,Transfer in
30817,330817,2021-12-04,917,Customer Contact,E-mail
30818,330818,2021-12-03,918,ACAT,ACAT Out
30819,330819,2021-12-02,919,ACAT,ACAT In
30820,330820,2021-12-01,920,Customer Contact,Address
30821,330821,2021-11-30,921,ACAT,ACAT In
30822,330822,2021-11-29,922,Customer Contact,Name
30823,330823,2021-11-28,923,Wire,Wire Out
30824,330824,2021-11-27,924,Customer Contact,Phone Number
30825,330825,2021-11-26,925,Wire,Wire Out
30826,330826,2021-11-25,926,ACH,ACH In
30827,330827,2021-11-24,927,Customer Contact,Phone Number
30828,330828,2021-11-23,928,ACAT,ACAT In
30829,330829,2021-11-22,929,Customer Contact,Phone Number
30830,330830,2021-11-21,930,Customer Contact,Address
30831,330831,2021-11-20,931,ACH,ACH In
30832,330832,2021-11-19,932,ACAT,ACAT Out
30833,330833,2021-11-18,933,Customer Contact,Address
30834,330834,2021-11-17,934,ACAT,ACAT Out
30835,330835,2021-11-16,935,ACAT,ACAT In
30836,330836,2021-11-15,936,ACAT,ACAT In
30837,330837,2021-11-14,937,Wire,Wire In
30838,330838,2021-11-13,938,ACH,ACH In
30839,330839,2021-11-12,939,Wire,Wire Out
30840,330840,2021-11-11,940,Customer Contact,Name
30841,330841,2021-11-10,941,Customer Contact,Name
30842,330842,2021-11-09,942,ACAT,ACAT In
30843,330843,2021-11-08,943,ACAT,ACAT Out
30844,330844,2021-11-07,944,Customer Contact,Address
30845,330845,2021-11-06,945,ACAT,ACAT In
30846,330846,2021-11-05,946,Wire,Wire Out
30847,330847,2021-11-04,947,ACH,ACH In
30848,330848,2021-11-03,948,Customer Contact,Address
30849,330849,2021-11-02,949,ACH,ACH Out
30850,330850,2021-11-01,950,ACH,ACH Out
30851,330851,2021-10-31,951,ACH,ACH In
30852,330852,2021-10-30,952,Wire,Wire In
30853,330853,2021-10-29,953,Wire,Wire In
30854,330854,2021-10-28,954,ACAT,ACAT In
30855,330855,2021-10-27,955,Wire,Wire In
30856,330856,2021-10-26,956,ACH,ACH Out
30857,330857,2021-10-25,957,Customer Contact,E-mail
30858,330858,2021-10-24,958,Crypto Transfers,Transfer in
30859,330859,2021-10-23,959,Customer Contact,Name
30860,330860,2021-10-22,960,ACH,ACH Out
30861,330861,2021-10-21,961,Customer Contact,Address
30862,330862,2021-10-20,962,Customer Contact,Address
30863,330863,2021-10-19,963,ACH,ACH Out
30864,330864,2021-10-18,964,ACAT,ACAT In
30865,330865,2021-10-17,965,Customer Contact,Phone Number
30866,330866,2021-10-16,966,Customer Contact,Address
30867,330867,2021-10-15,967,Crypto Transfers,Transfer out
30868,330868,2021-10-14,968,ACH,ACH Out
30869,330869,2021-10-13,969,Customer Contact,E-mail
30870,330870,2021-10-12,970,Crypto Transfers,Transfer in
30871,330871,2021-10-11,971,ACH,ACH In
30872,330872,2021-10-10,972,Crypto Transfers,Transfer out
30873,330873,2021-10-09,973,Crypto Transfers,Transfer in
30874,330874,2021-10-08,974,Customer Contact,Name
30875,330875,2021-10-07,975,ACAT,ACAT Out
30876,330876,2021-10-06,976,Customer Contact,Address
30877,330877,2021-10-05,977,Wire,Wire Out
30878,330878,2021-10-04,978,Crypto Transfers,Transfer out
30879,330879,2021-10-03,979,ACH,ACH Out
30880,330880,2021-10-02,980,Crypto Transfers,Transfer out
30881,330881,2021-10-01,981,ACAT,ACAT In
30882,330882,2021-09-30,982,ACAT,ACAT Out
30883,330883,2021-09-29,983,Wire,Wire Out
30884,330884,2021-09-28,984,Crypto Transfers,Transfer out
30885,330885,2021-09-27,985,Customer Contact,Name
30886,330886,2021-09-26,986,Crypto Transfers,Transfer in
30887,330887,2021-09-25,987,ACAT,ACAT In
30888,330888,2021-09-24,988,ACAT,ACAT Out
30889,330889,2021-09-23,989,ACH,ACH Out
30890,330890,2021-09-22,990,Wire,Wire In
30891,330891,2021-09-21,991,ACH,ACH Out
30892,330892,2021-09-20,992,ACH,ACH In
30893,330893,2021-09-19,993,Crypto Transfers,Transfer in
30894,330894,2021-09-18,994,ACAT,ACAT In
30895,330895,2021-09-17,995,Wire,Wire In
30896,330896,2021-09-16,996,Customer Contact,Address
30897,330897,2021-09-15,997,ACH,ACH In
30898,330898,2021-09-14,998,Crypto Transfers,Transfer in
30899,330899,2021-09-13,999,ACAT,ACAT In
30900,330900,2021-09-12,100,Crypto Transfers,Transfer out
30901,330901,2021-09-11,101,Wire,Wire In
30902,330902,2021-09-10,102,ACH,ACH In
30903,330903,2021-09-09,103,Customer Contact,Name
30904,330904,2021-09-08,104,Crypto Transfers,Transfer out
30905,330905,2021-09-07,105,Customer Contact,Name
30906,330906,2021-09-06,106,Customer Contact,Address
30907,330907,2021-09-05,107,ACAT,ACAT Out
30908,330908,2021-09-04,108,Wire,Wire In
30909,330909,2021-09-03,109,ACH,ACH Out
30910,330910,2021-09-02,110,Crypto Transfers,Transfer in
30911,330911,2021-09-01,111,ACH,ACH In
30912,330912,2021-08-31,112,Wire,Wire Out
30913,330913,2021-08-30,113,ACAT,ACAT In
30914,330914,2021-08-29,114,ACH,ACH Out
30915,330915,2021-08-28,115,Wire,Wire In
30916,330916,2021-08-27,116,ACH,ACH Out
30917,330917,2021-08-26,117,Crypto Transfers,Transfer out
30918,330918,2021-08-25,118,Crypto Transfers,Transfer in
30919,330919,2021-08-24,119,Crypto Transfers,Transfer in
30920,330920,2021-08-23,120,Wire,Wire In
30921,330921,2021-08-22,121,Crypto Transfers,Transfer out
30922,330922,2021-08-21,122,Customer Contact,Name
30923,330923,2021-08-20,123,ACAT,ACAT In
30924,330924,2021-08-19,124,Wire,Wire Out
30925,330925,2021-08-18,125,Customer Contact,Name
30926,330926,2021-08-17,126,ACH,ACH In
30927,330927,2021-08-16,127,Customer Contact,E-mail
30928,330928,2021-08-15,128,ACH,ACH Out
30929,330929,2021-08-14,129,Customer Contact,E-mail
30930,330930,2021-08-13,130,Crypto Transfers,Transfer in
30931,330931,2021-08-12,131,ACH,ACH In
30932,330932,2021-08-11,132,Wire,Wire In
30933,330933,2021-08-10,133,Crypto Transfers,Transfer in
30934,330934,2021-08-09,134,Crypto Transfers,Transfer out
30935,330935,2021-08-08,135,Crypto Transfers,Transfer out
30936,330936,2021-08-07,136,ACAT,ACAT Out
30937,330937,2021-08-06,137,Customer Contact,Name
30938,330938,2021-08-05,138,Crypto Transfers,Transfer in
30939,330939,2021-08-04,139,ACH,ACH Out
30940,330940,2021-08-03,140,Wire,Wire Out
30941,330941,2021-08-02,141,ACAT,ACAT In
